"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","weight","price","special_price","msrp","status","visibility","vesbrand","featured","product_status","domestic_shipping_cost","international_shipping_cost","tax_class_id","is_recurring","description","short_description","meta_keyword","custom_layout_update","news_from_date","news_to_date","special_from_date","special_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","website","_media_image","_media_lable","_media_position","_media_is_disabled"
<div id="AboutUsText_Part2" class="content-detail" style="text-align: justify;">باسمه فعالیت خود را از سال ۱۳۸۲ به منظورآشنا کردن بیشتر هنردوستان با آثار &nbsp;هنرمندان بزرگ دنیا اعم ازهنرمندان ایران و جهان آغاز نموده است .همچنین باسمه با فراهم کردن زمینه ای در جهت کاربردی کردن این آثاراز طریق تولید محصولاتی مانند تابلوها، زیرلیوانی و..&nbsp; سعی دارد تا علاقه مندان به هنربتوانند از این آثار به بهترین نحودر جهت تکمیل&nbsp; زیبائی دکوراسیون محل کار و منزلشان استفاده کنند. به همین منظور باسمه به جمع آوری آثار هنرمندان عکاس و نقاش دنیا پرداخته است و با داشتن مجموعه ای با بیش از ۱٠٠٠ اثر کاملترین مرجع برای هنردوستان در ایران می باشد. از محصولات این مجموعه میتوان به انواع پرس روی چوب و شاسی در سایزهای مختلف ، لیوان، گلدان، زیرلیوانی، موس پد، خودکار، دفتر یادداشت، تقویم و ... اشاره کرد.</div>
<p style="text-align: justify;">&nbsp;</p>
</div>
<div class="container about-gallery">&nbsp;</div>",".","فوق واژه","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ماگ سرامیکی","0","simple","","","","","","",""
"admin","base","Default","simple","4,83","ch20","0","ماگ سرامیکی","متا","فوق توصیف","1__197.jpg","1__197.jpg","1__197.jpg","product/20/ماگ-سرامیکی/","product/20/ماگ-سرامیکی/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","1.5000","190000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","<div class="page">
<div id="AboutUsText_Part2" class="content-detail" style="text-align: justify;">باسمه فعالیت خود را از سال ۱۳۸۲ به منظورآشنا کردن بیشتر هنردوستان با آثار &nbsp;هنرمندان بزرگ دنیا اعم ازهنرمندان ایران و جهان آغاز نموده است .همچنین باسمه با فراهم کردن زمینه ای در جهت کاربردی کردن این آثاراز طریق تولید محصولاتی مانند تابلوها، زیرلیوانی و..&nbsp; سعی دارد تا علاقه مندان به هنربتوانند از این آثار به بهترین نحودر جهت تکمیل&nbsp; زیبائی دکوراسیون محل کار و منزلشان استفاده کنند. به همین منظور باسمه به جمع آوری آثار هنرمندان عکاس و نقاش دنیا پرداخته است و با داشتن مجموعه ای با بیش از ۱٠٠٠ اثر کاملترین مرجع برای هنردوستان در ایران می باشد. از محصولات این مجموعه میتوان به انواع پرس روی چوب و شاسی در سایزهای مختلف ، لیوان، گلدان، زیرلیوانی، موس پد، خودکار، دفتر یادداشت، تقویم و ... اشاره کرد.</div>
<p style="text-align: justify;">&nbsp;</p>
</div>
<div class="container about-gallery">&nbsp;</div>",".","فوق واژه","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ماگ سرامیکی","0","simple","","","","","","",""
"admin","base","Default","simple","4,102","ch23","0","ست هفت سین سیب ","متا","فوق توصیف","1__198.jpg","1__198.jpg","1__198.jpg","product/23/ست-هفت-سین-سیب/","product/23/ست-هفت-سین-سیب/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","1.5000","790000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","<div class="im_history_message_wrap ng-scope im_grouped">
<div class="im_message_outer_wrap">
<div class="im_message_wrap clearfix">
<div class="im_content_message_wrap ng-scope im_message_in">
<div class="im_message_meta pull-right text-right noselect">&nbsp;</div>
<div class="im_message_body">
<div class="im_message_text ng-scope ng-isolate-scope" dir="auto">شهرسفال عنوان یکی از مجموعه های فعال کشور در عرصه ی هنر_صنعت سفال و سرامیک می باشد که برای اولین بار، فعالیت خود را در سال ۱۳۴۸ هجری خورشیدی در شهرلالجین همدان آغازکرد.</div>
</div>
</div>
</div>
</div>
</div>
<div class="im_history_message_wrap ng-scope im_grouped">
<div class="im_message_outer_wrap">
<div class="im_message_wrap clearfix">
<div class="im_content_message_wrap ng-scope im_message_in">
<div class="im_message_meta pull-right text-right noselect" style="text-align: justify;">&nbsp;</div>
<div class="im_message_body" style="text-align: justify;">
<div class="im_message_text ng-scope ng-isolate-scope" dir="auto">در سال های آغازین، فعالیت های این مجموعه محدود در تولید ظروف سنتی مصرفی که غالبأ به رنگ های آبی فیروزه ای، لاجوردی ، سرمه ای و ... بود که حتی هم اکنون نیز تولید می شوند و طرفداران زیادی هم دارند.</div>
</div>
</div>
</div>
</div>
</div>
<div class="im_history_message_wrap ng-scope im_grouped" style="text-align: justify;">
<div class="im_message_outer_wrap">
<div class="im_message_wrap clearfix">
<div class="im_content_message_wrap ng-scope im_message_in">
<div class="im_message_meta pull-right text-right noselect">&nbsp;</div>
<div class="im_message_body">
<div class="im_message_text ng-scope ng-isolate-scope" dir="auto">با گذر زمان و با پیشرفت صنایع وابسته به سفال و سرامیک ، شهر سفال ناگزیر بود از پوشاندن جامه ی تجدد به فعالیت های خود(در عین حفظ قالب سنتی خود.)<br />بطوریکه ، تنها پس از گذشت چند سال از تاسیس مجموعه، مجسمه های گچی شهرسفال برای اولین بار راهی بازارهای داخلی و خارجی شد.<br />این روند همینطور ادامه یافت تا ظروف سرامیکی، پلی استری و ... هم به جمع تو",".","فوق واژه","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ست هفت سین سیب ","0","simple","","","","","","",""
"admin","base","Default","simple","4,102","ch23","0","ست هفت سین دوگل","متا","فوق توصیف","1__199.jpg","1__199.jpg","1__199.jpg","product/23/ست-هفت-سین-دوگل/","product/23/ست-هفت-سین-دوگل/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","1.5000","790000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","<div class="im_history_message_wrap ng-scope im_grouped">
<div class="im_message_outer_wrap">
<div class="im_message_wrap clearfix">
<div class="im_content_message_wrap ng-scope im_message_in">
<div class="im_message_meta pull-right text-right noselect">&nbsp;</div>
<div class="im_message_body">
<div class="im_message_text ng-scope ng-isolate-scope" dir="auto">شهرسفال عنوان یکی از مجموعه های فعال کشور در عرصه ی هنر_صنعت سفال و سرامیک می باشد که برای اولین بار، فعالیت خود را در سال ۱۳۴۸ هجری خورشیدی در شهرلالجین همدان آغازکرد.</div>
</div>
</div>
</div>
</div>
</div>
<div class="im_history_message_wrap ng-scope im_grouped">
<div class="im_message_outer_wrap">
<div class="im_message_wrap clearfix">
<div class="im_content_message_wrap ng-scope im_message_in">
<div class="im_message_meta pull-right text-right noselect" style="text-align: justify;">&nbsp;</div>
<div class="im_message_body" style="text-align: justify;">
<div class="im_message_text ng-scope ng-isolate-scope" dir="auto">در سال های آغازین، فعالیت های این مجموعه محدود در تولید ظروف سنتی مصرفی که غالبأ به رنگ های آبی فیروزه ای، لاجوردی ، سرمه ای و ... بود که حتی هم اکنون نیز تولید می شوند و طرفداران زیادی هم دارند.</div>
</div>
</div>
</div>
</div>
</div>
<div class="im_history_message_wrap ng-scope im_grouped" style="text-align: justify;">
<div class="im_message_outer_wrap">
<div class="im_message_wrap clearfix">
<div class="im_content_message_wrap ng-scope im_message_in">
<div class="im_message_meta pull-right text-right noselect">&nbsp;</div>
<div class="im_message_body">
<div class="im_message_text ng-scope ng-isolate-scope" dir="auto">با گذر زمان و با پیشرفت صنایع وابسته به سفال و سرامیک ، شهر سفال ناگزیر بود از پوشاندن جامه ی تجدد به فعالیت های خود(در عین حفظ قالب سنتی خود.)<br />بطوریکه ، تنها پس از گذشت چند سال از تاسیس مجموعه، مجسمه های گچی شهرسفال برای اولین بار راهی بازارهای داخلی و خارجی شد.<br />این روند همینطور ادامه یافت تا ظروف سرامیکی، پلی استری و ... هم به جمع تو",".","فوق واژه","","","","","","","","20.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ست هفت سین دوگل","0","simple","","","","","","",""
"admin","base","Default","simple","4,102","ch15","0","ست هفت سین برگ","متا","فوق توصیف","1__200.jpg","1__200.jpg","1__200.jpg","product/15/ست-هفت-سین-برگ/","product/15/ست-هفت-سین-برگ/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","1.5000","790000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ست هفت سین برگ","0","simple","","","","","","",""
"admin","base","Default","simple","4,102","ch23","0","ست سفال هفت سین لیمو","متا","فوق توصیف","1__201.jpg","1__201.jpg","1__201.jpg","product/23/ست-سفال-هفت-سین-لیمو/","product/23/ست-سفال-هفت-سین-لیمو/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","1.5000","790000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","<div class="im_history_message_wrap ng-scope im_grouped">
<div class="im_message_outer_wrap">
<div class="im_message_wrap clearfix">
<div class="im_content_message_wrap ng-scope im_message_in">
<div class="im_message_meta pull-right text-right noselect">&nbsp;</div>
<div class="im_message_body">
<div class="im_message_text ng-scope ng-isolate-scope" dir="auto">شهرسفال عنوان یکی از مجموعه های فعال کشور در عرصه ی هنر_صنعت سفال و سرامیک می باشد که برای اولین بار، فعالیت خود را در سال ۱۳۴۸ هجری خورشیدی در شهرلالجین همدان آغازکرد.</div>
</div>
</div>
</div>
</div>
</div>
<div class="im_history_message_wrap ng-scope im_grouped">
<div class="im_message_outer_wrap">
<div class="im_message_wrap clearfix">
<div class="im_content_message_wrap ng-scope im_message_in">
<div class="im_message_meta pull-right text-right noselect" style="text-align: justify;">&nbsp;</div>
<div class="im_message_body" style="text-align: justify;">
<div class="im_message_text ng-scope ng-isolate-scope" dir="auto">در سال های آغازین، فعالیت های این مجموعه محدود در تولید ظروف سنتی مصرفی که غالبأ به رنگ های آبی فیروزه ای، لاجوردی ، سرمه ای و ... بود که حتی هم اکنون نیز تولید می شوند و طرفداران زیادی هم دارند.</div>
</div>
</div>
</div>
</div>
</div>
<div class="im_history_message_wrap ng-scope im_grouped" style="text-align: justify;">
<div class="im_message_outer_wrap">
<div class="im_message_wrap clearfix">
<div class="im_content_message_wrap ng-scope im_message_in">
<div class="im_message_meta pull-right text-right noselect">&nbsp;</div>
<div class="im_message_body">
<div class="im_message_text ng-scope ng-isolate-scope" dir="auto">با گذر زمان و با پیشرفت صنایع وابسته به سفال و سرامیک ، شهر سفال ناگزیر بود از پوشاندن جامه ی تجدد به فعالیت های خود(در عین حفظ قالب سنتی خود.)<br />بطوریکه ، تنها پس از گذشت چند سال از تاسیس مجموعه، مجسمه های گچی شهرسفال برای اولین بار راهی بازارهای داخلی و خارجی شد.<br />این روند همینطور ادامه یافت تا ظروف سرامیکی، پلی استری و ... هم به جمع تو",".","فوق واژه","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ست سفال هفت سین لیمو","0","simple","","","","","","",""
"admin","base","Default","simple","4,22","ch26","0","ساعت پتینه","متا","فوق توصیف","1__202.jpg","1__202.jpg","1__202.jpg","product/26/ساعت-پتینه/","product/26/ساعت-پتینه/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","1400000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ساعت پتینه","0","simple","","","","","","",""
"admin","base","Default","simple","4,20","ch26","0","تابلو چهار خشت","متا","فوق توصیف","1__203.jpg","1__203.jpg","1__203.jpg","product/26/تابلو-چهار-خشت/","product/26/تابلو-چهار-خشت/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","670000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","تابلو چهار خشت","0","simple","","","","","","",""
"admin","base","Default","simple","4,22","ch26","0","ساعت دیواری خشتی","متا","فوق توصیف","1__204.jpg","1__204.jpg","1__204.jpg","product/26/ساعت-دیواری-خشتی/","product/26/ساعت-دیواری-خشتی/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","880000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","9.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ساعت دیواری خشتی","0","simple","","","","","","",""
"admin","base","Default","simple","4,22","ch26","0","ساعت خشتی گره چینی","متا","فوق توصیف","1__205.jpg","1__205.jpg","1__205.jpg","product/26/ساعت-خشتی-گره-چینی/","product/26/ساعت-خشتی-گره-چینی/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","960000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ساعت خشتی گره چینی","0","simple","","","","","","",""
"admin","base","Default","simple","4,22","ch26","0","ساعت خشتی ","متا","فوق توصیف","1__206.jpg","1__206.jpg","1__206.jpg","product/26/ساعت-خشتی/","product/26/ساعت-خشتی/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","960000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ساعت خشتی ","0","simple","","","","","","",""
"admin","base","Default","simple","4,22","ch26","0","ساعت خشتی","متا","فوق توصیف","1__207.jpg","1__207.jpg","1__207.jpg","product/26/ساعت-خشتی/","product/26/ساعت-خشتی/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","680000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ساعت خشتی","0","simple","","","","","","",""
"admin","base","Default","simple","4,22","ch26","0","ساعت چهار خشت پتینه","متا","فوق توصیف","1__208.jpg","1__208.jpg","1__208.jpg","product/26/ساعت-چهار-خشت-پتینه/","product/26/ساعت-چهار-خشت-پتینه/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","810000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","9.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ساعت چهار خشت پتینه","0","simple","","","","","","",""
"admin","base","Default","simple","4,22","ch26","0","ساعت دو خشت","متا","فوق توصیف","1__209.jpg","1__209.jpg","1__209.jpg","product/26/ساعت-دو-خشت/","product/26/ساعت-دو-خشت/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","720000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","ساعت دو خشت","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاکلیدی وجاشمعی","متا","فوق توصیف","1__210.jpg","1__210.jpg","1__210.jpg","product/26/جاکلیدی-وجاشمعی/","product/26/جاکلیدی-وجاشمعی/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","380000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاکلیدی وجاشمعی","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاشمعی تک خشت","متا","فوق توصیف","1__211.jpg","1__211.jpg","1__211.jpg","product/26/جاشمعی-تک-خشت/","product/26/جاشمعی-تک-خشت/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","250000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاشمعی تک خشت","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاکلیدی و جاشمعی پنج خشت","متا","فوق توصیف","1__212.jpg","1__212.jpg","1__212.jpg","product/26/جاکلیدی-و-جاشمعی-پنج-خشت/","product/26/جاکلیدی-و-جاشمعی-پنج-خشت/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","340000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","9.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاکلیدی و جاشمعی پنج خشت","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاکلیدی","متا","فوق توصیف","1__213.jpg","1__213.jpg","1__213.jpg","product/26/جاکلیدی/","product/26/جاکلیدی/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","310000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاکلیدی","0","simple","","","","","","",""
"admin","base","Default","simple","4,9","ch26","0","جاشمعی شش خشت","متا","فوق توصیف","1__214.jpg","1__214.jpg","1__214.jpg","product/26/جاشمعی-شش-خشت/","product/26/جاشمعی-شش-خشت/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","1.0000","390000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاشمعی شش خشت","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاشمعی چهارخشت","متا","فوق توصیف","1__215.jpg","1__215.jpg","1__215.jpg","product/26/جاشمعی-چهارخشت/","product/26/جاشمعی-چهارخشت/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","320000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","9.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاشمعی چهارخشت","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاشمعی پنج خشت","متا","فوق توصیف","1__216.jpg","1__216.jpg","1__216.jpg","product/26/جاشمعی-پنج-خشت/","product/26/جاشمعی-پنج-خشت/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","390000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاشمعی پنج خشت","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاکلیدی دیواری","متا","فوق توصیف","1__217.jpg","1__217.jpg","1__217.jpg","product/26/جاکلیدی-دیواری/","product/26/جاکلیدی-دیواری/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","350000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاکلیدی دیواری","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاشمعی آینه دار","متا","فوق توصیف","1__218.jpg","1__218.jpg","1__218.jpg","product/26/جاشمعی-آینه-دار/","product/26/جاشمعی-آینه-دار/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","350000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاشمعی آینه دار","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاکلیدی تک خشت","متا","فوق توصیف","1__219.jpg","1__219.jpg","1__219.jpg","product/26/جاکلیدی-تک-خشت/","product/26/جاکلیدی-تک-خشت/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","220000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاکلیدی تک خشت","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاکلیدی تک خشت ","متا","فوق توصیف","1__220.jpg","1__220.jpg","1__220.jpg","product/26/جاکلیدی-تک-خشت/","product/26/جاکلیدی-تک-خشت/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","220000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاکلیدی تک خشت ","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاشمعی ","متا","فوق توصیف","1__221.jpg","1__221.jpg","1__221.jpg","product/26/جاشمعی/","product/26/جاشمعی/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","250000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاشمعی ","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاشمعی و جاکلیدی","متا","فوق توصیف","1__222.jpg","1__222.jpg","1__222.jpg","product/26/جاشمعی-و-جاکلیدی/","product/26/جاشمعی-و-جاکلیدی/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","380000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","9.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاشمعی و جاکلیدی","0","simple","","","","","","",""
"admin","base","Default","simple","4,95","ch26","0","جاشمعی آینه ای","متا","فوق توصیف","1__223.jpg","1__223.jpg","1__223.jpg","product/26/جاشمعی-آینه-ای/","product/26/جاشمعی-آینه-ای/","","بدون به روز رسانی‌های آرایش","ستون اطلاعات محصول","","","","ایران","استفاده از پیکربندی","استفاده از پیکربندی","خیر","2.0000","470000","","","ممکن‌شده","کاتالوگ، جستجو","","خیر","تایید شده","","","هیچ یک","خیر","",".","فوق واژه","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","جاشمعی آینه ای","0","simple","","","","","","",""
